,index,CUBE NAME,Cube Type,cardID,addedTmsp,added_to_cube_on,details_released_at,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness,is_creature,is_land,is_pwer,days_until_added_to_cube
55,55,Max's Vintage Cube,Cali Cube Champ,84d885c0-5271-4ba0-8d63-fa3f72693399,1591901765404,2020-06-11 18:56:05.404000+00:00,2011-11-18,Exhume,Exhume [pd3-17],Carl Critchlow,common,['B'],['B'],pd3,2,"['b', '1']",Sorcery,1379.4999999997633,12.107962485413395,16809,,,,False,False,False,3128
56,56,Max's Vintage Cube,Cali Cube Champ,f4089e6c-51eb-44c4-8395-68e43cbed93d,1591901765404,2020-06-11 18:56:05.404000+00:00,2013-08-23,Hymn to Tourach,Hymn to Tourach [v13-3],Greg Staples,mythic,['B'],['B'],v13,2,"['b', 'b']",Sorcery,1405.000000001618,12.823246365954505,17802,,,,False,False,False,2484
57,57,Max's Vintage Cube,Cali Cube Champ,564caf57-4ba5-4993-a35e-945699c94eb7,1591901765404,2020-06-11 18:56:05.404000+00:00,2013-11-01,Toxic Deluge,Toxic Deluge [c13-96],Svetlin Velinov,rare,['B'],['B'],c13,3,"['b', '2']",Sorcery,1341.0000000005532,10.756630602336738,14933,,,,False,False,False,2414
58,58,Max's Vintage Cube,Cali Cube Champ,5dd68790-cd9a-4527-8e53-798822ee2c6c,1591901765404,2020-06-11 18:56:05.404000+00:00,2017-04-28,Mind Twist,Mind Twist [mp2-24],Igor Kieryluk,mythic,['B'],['B'],mp2,1,"['b', 'x']",Sorcery,1591.700000000992,6.145102502413093,8531,,,,False,False,False,1140
59,59,Max's Vintage Cube,Cali Cube Champ,54aca743-cdc7-4e98-a91c-035591cd09f2,1591901765404,2020-06-11 18:56:05.404000+00:00,2011-11-18,Animate Dead,Animate Dead [pd3-16],Anthony Jones,uncommon,['B'],['B'],pd3,2,"['b', '1']",Enchantment — Aura,1427.2000000005376,16.996816158356502,23596,,,,False,False,False,3128
60,60,Max's Vintage Cube,Cali Cube Champ,349f13c9-9a4e-4460-873e-fec58798646c,1591901765404,2020-06-11 18:56:05.404000+00:00,2015-05-22,Bitterblossom,Bitterblossom [mm2-71],Rebecca Guay,mythic,['B'],['B'],mm2,2,"['b', '1']",Tribal Enchantment — Faerie,1488.5000000003363,12.712316136746718,17648,,,,False,False,False,1847
61,61,Max's Vintage Cube,Cali Cube Champ,c8173030-1c33-417c-b8e9-79231b6a85a7,1591901765404,2020-06-11 18:56:05.404000+00:00,1998-06-15,Recurring Nightmare,Recurring Nightmare [exo-72],Jeff Laubenstein,rare,['B'],['B'],exo,3,"['b', '2']",Enchantment,1443.899999999742,9.091956838056271,12622,,,,False,False,False,8032
62,62,Max's Vintage Cube,Cali Cube Champ,62d2058c-3f20-4566-b366-93a2cbbe682f,1591901765404,2020-06-11 18:56:05.404000+00:00,2020-08-07,Goblin Guide,Goblin Guide [2xm-347],Mark Zug,rare,['R'],['R'],2xm,1,['r'],Creature — Goblin Scout,1317.1999999993552,13.111376831429272,18202,,2,2,True,False,False,-57
63,63,Max's Vintage Cube,Cali Cube Champ,439d4ade-45c8-414b-a2fe-a57f9672bceb,1591901765404,2020-06-11 18:56:05.404000+00:00,2021-03-19,Monastery Swiftspear,Monastery Swiftspear [tsr-349],Steve Argyle,special,['R'],['R'],tsr,1,['r'],Creature — Human Monk,1327.7000000006458,20.889458746920607,29000,,1,2,True,False,False,-281
64,64,Max's Vintage Cube,Cali Cube Champ,2e139ad1-1079-49e9-babd-6399c44ad333,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-06-14,Seasoned Pyromancer,Seasoned Pyromancer [mh1-145],Cynthia Sheppard,mythic,['R'],['R'],mh1,3,"['r', 'r', '1']",Creature — Human Shaman,1360.8000000010395,9.418984916370132,13076,,2,2,True,False,False,363
65,65,Max's Vintage Cube,Cali Cube Champ,0ec8d800-7f06-44e0-b22d-cdff0a9b153d,1591901765404,2020-06-11 18:56:05.404000+00:00,2012-02-03,Hellrider,Hellrider [dka-93],Svetlin Velinov,rare,['R'],['R'],dka,4,"['r', 'r', '2']",Creature — Devil,1304.0000000006125,11.932923227637474,16566,,3,3,True,False,False,3051
66,66,Max's Vintage Cube,Cali Cube Champ,1b69993a-02ae-4eed-be6f-5682e2abb10e,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-07-12,"Chandra, Acolyte of Flame","Chandra, Acolyte of Flame [pm20-126p]",Anna Steinbauer,rare,['R'],['R'],pm20,3,"['r', 'r', '1']",Legendary Planeswalker — Chandra,1294.3000000006077,5.191390661691614,7207,4,,,False,False,True,335
67,67,Max's Vintage Cube,Cali Cube Champ,c7bbb911-9de2-455d-9677-e1004db65dbd,1591901765404,2020-06-11 18:56:05.404000+00:00,2020-06-26,"Chandra, Torch of Defiance","Chandra, Torch of Defiance [ss3-1]",Magali Villeneuve,mythic,['R'],['R'],ss3,4,"['r', 'r', '2']",Legendary Planeswalker — Chandra,1428.8000000012414,13.248238802529785,18392,4,,,False,False,True,-15
68,68,Max's Vintage Cube,Cali Cube Champ,2dc16614-5cf8-444d-a5ae-cac25018af68,1591901765404,2020-06-11 18:56:05.404000+00:00,2009-10-02,Burst Lightning,Burst Lightning [zen-119],Vance Kovacs,common,['R'],['R'],zen,1,['r'],Instant,1389.500000002067,14.613977208880181,20288,,,,False,False,False,3905
69,69,Max's Vintage Cube,Cali Cube Champ,4eaac4fd-95f5-4f38-b593-0101e79a20f9,1591901765404,2020-06-11 18:56:05.404000+00:00,2021-04-23,Lightning Bolt,Lightning Bolt [sta-42],Anato Finnstark,rare,['R'],['R'],sta,1,['r'],Instant,1539.6000000052372,30.96466079840952,42987,,,,False,False,False,-316
70,70,Max's Vintage Cube,Cali Cube Champ,b1eb5b2c-1f02-48a6-a287-88eb189d6780,1591901765404,2020-06-11 18:56:05.404000+00:00,1997-02-03,Fireblast,Fireblast [vis-79],Michael Danza,common,['R'],['R'],vis,6,"['r', 'r', '4']",Instant,1262.6000000001627,9.989483238010171,13868,,,,False,False,False,8529
71,71,Max's Vintage Cube,Cali Cube Champ,9ca05db2-ad92-4f4a-992d-b7f08f4f9c26,1591901765404,2020-06-11 18:56:05.404000+00:00,2010-11-19,Chain Lightning,Chain Lightning [pd2-16],Christopher Moeller,common,['R'],['R'],pd2,1,['r'],Sorcery,1478.9000000022547,16.0611124717272,22297,,,,False,False,False,3492
72,72,Max's Vintage Cube,Cali Cube Champ,734278b4-74ae-4df5-97d7-745e56189e1b,1591901765404,2020-06-11 18:56:05.404000+00:00,2016-06-10,Faithless Looting,Faithless Looting [ema-128],Gabor Szikszai,common,['R'],['R'],ema,1,['r'],Sorcery,1369.1000000022316,27.175745177416335,37727,,,,False,False,False,1462
73,73,Max's Vintage Cube,Cali Cube Champ,d5e45005-dd81-4d80-b043-02f719aca929,1591901765404,2020-06-11 18:56:05.404000+00:00,2001-10-01,Firebolt,Firebolt [ody-193],Ron Spencer,common,['R'],['R'],ody,1,['r'],Sorcery,1322.5000000020918,15.774422658579805,21899,,,,False,False,False,6828
74,74,Max's Vintage Cube,Cali Cube Champ,7b61c9bc-16e8-417f-99e7-8bd83d4666c5,1591901765404,2020-06-11 18:56:05.404000+00:00,2015-11-13,Fiery Confluence,Fiery Confluence [c15-26],Kieran Yanner,rare,['R'],['R'],c15,4,"['r', 'r', '2']",Sorcery,1312.7000000011576,8.970221716393183,12453,,,,False,False,False,1672
75,75,Max's Vintage Cube,Cali Cube Champ,0463e989-ba32-4a46-a82f-e0d6daf3cd51,1591901765404,2020-06-11 18:56:05.404000+00:00,2016-06-10,Sulfuric Vortex,Sulfuric Vortex [ema-150],Greg Staples,rare,['R'],['R'],ema,3,"['r', 'r', '1']",Enchantment,1260.500000000811,10.097532162563208,14018,,,,False,False,False,1462
76,76,Max's Vintage Cube,Cali Cube Champ,d07dc95d-82a8-4a58-8ea2-d4513bd7316d,1591901765404,2020-06-11 18:56:05.404000+00:00,1998-10-12,Sneak Attack,Sneak Attack [usg-218],Jerry Tiritilli,rare,['R'],['R'],usg,4,"['r', '3']",Enchantment,1356.1000000005429,9.873510725656578,13707,,,,False,False,False,7913
77,77,Max's Vintage Cube,Cali Cube Champ,fdfeeb64-0f86-45e9-97e3-dcec72683164,1591901765404,2020-06-11 18:56:05.404000+00:00,2020-06-05,Birds of Paradise,Birds of Paradise [sld-92],Ovidio Cartagena,rare,['G'],['G'],sld,1,['g'],Creature — Bird,1507.6000000019453,20.6531917652313,28672,,0,1,True,False,False,6
78,78,Max's Vintage Cube,Cali Cube Champ,1132218d-56cd-441e-9006-df3c50344491,1591901765404,2020-06-11 18:56:05.404000+00:00,2010-04-23,Joraga Treespeaker,Joraga Treespeaker [roe-190],Cyril Van Der Haegen,uncommon,['G'],['G'],roe,1,['g'],Creature — Elf Druid,1454.6000000007857,10.953279645023267,15206,,1,1,True,False,False,3702
79,79,Max's Vintage Cube,Cali Cube Champ,8008977f-b164-4ab7-a38a-25b382c6a16f,1591901765404,2020-06-11 18:56:05.404000+00:00,2020-08-07,Noble Hierarch,Noble Hierarch [2xm-352],Greg Staples,rare,"['G', 'U', 'W']",['G'],2xm,1,['g'],Creature — Human Druid,1452.9000000007761,12.738247878639449,17684,,0,1,True,False,False,-57
80,80,Max's Vintage Cube,Cali Cube Champ,da7bc803-04b0-4030-9a69-1c89c6572eb1,1591901765404,2020-06-11 18:56:05.404000+00:00,2012-01-01,Lotus Cobra,Lotus Cobra [pgpx-2012b],Terese Nielsen,rare,['G'],['G'],pgpx,2,"['g', '1']",Creature — Snake,1421.0000000000803,12.876550502067335,17876,,2,1,True,False,False,3084
81,81,Max's Vintage Cube,Cali Cube Champ,6aa5cc65-f8f1-4f6f-8b4e-2fedccbda684,1591901765404,2020-06-11 18:56:05.404000+00:00,1999-06-07,"Rofellos, Llanowar Emissary","Rofellos, Llanowar Emissary [uds-118]",Michael Sutfin,rare,['G'],['G'],uds,2,"['g', 'g']",Legendary Creature — Elf Druid,1409.2000000008688,7.414317202829441,10293,,2,1,True,False,False,7675
82,82,Max's Vintage Cube,Cali Cube Champ,90a54d18-8403-441d-a115-ee462fabdabb,1591901765404,2020-06-11 18:56:05.404000+00:00,2017-07-14,Ramunap Excavator,Ramunap Excavator [hou-129],Mark Behm,rare,['G'],['G'],hou,3,"['g', '2']",Creature — Naga Cleric,1334.5000000003347,10.74006310057194,14910,,2,3,True,False,False,1063
83,83,Max's Vintage Cube,Cali Cube Champ,ee8e9928-d9b2-4570-adb8-44b34115decd,1591901765404,2020-06-11 18:56:05.404000+00:00,2016-04-08,Tireless Tracker,Tireless Tracker [soi-233],Eric Deschamps,rare,['G'],['G'],soi,3,"['g', '2']",Creature — Human Scout,1393.6000000013823,15.754973852160258,21872,,3,2,True,False,False,1525
84,84,Max's Vintage Cube,Cali Cube Champ,7f89a173-0b2f-4a6a-b706-9aed8dbcabec,1591901765404,2020-06-11 18:56:05.404000+00:00,2009-10-02,Oracle of Mul Daya,Oracle of Mul Daya [zen-172],Vance Kovacs,rare,['G'],['G'],zen,4,"['g', '3']",Creature — Elf Shaman,1406.3000000012091,10.773918430265224,14957,,2,2,True,False,False,3905
85,85,Max's Vintage Cube,Cali Cube Champ,e41cf82d-3213-47ce-a015-6e51a8b07e4f,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-10-04,Questing Beast,Questing Beast [eld-171],Igor Kieryluk,mythic,['G'],['G'],eld,4,"['g', 'g', '2']",Legendary Creature — Beast,1383.4000000009041,8.81679224352787,12240,,4,4,True,False,False,251
86,86,Max's Vintage Cube,Cali Cube Champ,c3377096-d89c-408f-ab0b-6f96f1b240f6,1591901765404,2020-06-11 18:56:05.404000+00:00,2021-02-12,Primeval Titan,Primeval Titan [sld-221],WolfSkullJack,mythic,['G'],['G'],sld,6,"['g', 'g', '4']",Creature — Giant,1442.8000000004004,12.098598245285466,16796,,6,6,True,False,False,-246
87,87,Max's Vintage Cube,Cali Cube Champ,a249be17-73ed-4108-89c0-f7e87939beb8,1591901765404,2020-06-11 18:56:05.404000+00:00,2012-05-04,Craterhoof Behemoth,Craterhoof Behemoth [avr-172],Chris Rahn,mythic,['G'],['G'],avr,8,"['g', 'g', 'g', '5']",Creature — Beast,1342.3000000003315,10.108337055018513,14033,,5,5,True,False,False,2960
88,88,Max's Vintage Cube,Cali Cube Champ,f857bbe4-5619-4733-a0c7-69700f2ef4f3,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-05-03,"Nissa, Who Shakes the World","Nissa, Who Shakes the World [war-169]",Chris Rallis,rare,['G'],['G'],war,5,"['g', 'g', '3']",Legendary Planeswalker — Nissa,1423.6000000009865,8.974543673375305,12459,5,,,False,False,True,405
89,89,Max's Vintage Cube,Cali Cube Champ,4034e5ba-9974-43e3-bde7-8d9b4586c3a4,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-10-04,Once Upon a Time,Once Upon a Time [eld-169],Matt Stewart,rare,['G'],['G'],eld,2,"['g', '1']",Instant,1416.5000000007826,6.368403613156037,8841,,,,False,False,False,251
90,90,Max's Vintage Cube,Cali Cube Champ,ce54c7c1-3401-4414-8da0-5846cb0ae1b4,1591901765404,2020-06-11 18:56:05.404000+00:00,2017-11-17,Channel,Channel [ima-157],Rebecca Guay,mythic,['G'],['G'],ima,2,"['g', 'g']",Sorcery,1449.1000000010386,7.381182199299843,10247,,,,False,False,False,937
91,91,Max's Vintage Cube,Cali Cube Champ,0845f0b0-9413-4ddd-861d-9607636bebc6,1591901765404,2020-06-11 18:56:05.404000+00:00,1997-02-03,Natural Order,Natural Order [vis-114],Terese Nielsen,rare,['G'],['G'],vis,4,"['g', 'g', '2']",Sorcery,1405.800000000212,8.541627648999468,11858,,,,False,False,False,8529
92,92,Max's Vintage Cube,Cali Cube Champ,9781b0d5-2ea0-49ed-ba8a-f61dbed840e0,1591901765404,2020-06-11 18:56:05.404000+00:00,2013-08-23,Green Sun's Zenith,Green Sun's Zenith [v13-19],David Rapoza,mythic,['G'],['G'],v13,1,"['g', 'x']",Sorcery,1321.200000000557,10.480745681644649,14550,,,,False,False,False,2484
93,93,Max's Vintage Cube,Cali Cube Champ,f48ed192-c1a1-437a-80dd-647a616b46e3,1591901765404,2020-06-11 18:56:05.404000+00:00,1993-10-04,Fastbond,Fastbond [leb-193],Mark Poole,rare,['G'],['G'],leb,1,['g'],Enchantment,1468.9000000006038,5.675449843689223,7879,,,,False,False,False,9747
94,94,Max's Vintage Cube,Cali Cube Champ,d5b5d2a7-8185-4df0-a35a-f89c12857f87,1591901765404,2020-06-11 18:56:05.404000+00:00,2016-06-10,Sylvan Library,Sylvan Library [ema-187],Yeong-Hao Han,rare,['G'],['G'],ema,2,"['g', '1']",Enchantment,1487.3000000009574,12.090674657484909,16785,,,,False,False,False,1462
95,95,Max's Vintage Cube,Cali Cube Champ,25b0b816-0583-44aa-9dc5-f3ff48993a51,1591901765404,2020-06-11 18:56:05.404000+00:00,1998-10-12,Gaea's Cradle,Gaea's Cradle [usg-321],Mark Zug,rare,['G'],[],usg,0,[''],Legendary Land,1475.4000000001492,7.464019708123838,10362,,,,False,True,False,7913
96,96,Max's Vintage Cube,Cali Cube Champ,b2f73f5d-1aad-48c2-9e74-5f7bdd87900f,1591901765404,2020-06-11 18:56:05.404000+00:00,2017-08-25,Fractured Identity,Fractured Identity [c17-37],Yongjae Choi,rare,"['U', 'W']","['U', 'W']",c17,5,"['u', 'w', '3']",Sorcery,1607.9000000009719,7.19966000605074,9995,,,,False,False,False,1021
97,97,Max's Vintage Cube,Cali Cube Champ,900c9dfd-ece1-4b09-a801-0fa05e1994b9,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-06-14,Fallen Shinobi,Fallen Shinobi [mh1-199],Tomasz Jedruszek,rare,"['B', 'U']","['B', 'U']",mh1,5,"['b', 'u', '3']",Creature — Zombie Ninja,1255.4999999997879,7.028222379093253,9757,,5,4,True,False,False,363
98,98,Max's Vintage Cube,Cali Cube Champ,260ecd56-a86f-49e7-81e0-919231aa9945,1591901765404,2020-06-11 18:56:05.404000+00:00,2018-10-05,"Daretti, Ingenious Iconoclast","Daretti, Ingenious Iconoclast [med-GR3]",Svetlin Velinov,mythic,"['B', 'R']","['B', 'R']",med,3,"['r', 'b', '1']",Legendary Planeswalker — Daretti,1326.200000001122,7.106737930935127,9866,3,,,False,False,True,615
99,99,Max's Vintage Cube,Cali Cube Champ,7c884e1e-fecb-4330-b3de-5fc2a60f7173,1591901765404,2020-06-11 18:56:05.404000+00:00,2015-03-27,Kolaghan's Command,Kolaghan's Command [dtk-224],Daarken,rare,"['B', 'R']","['B', 'R']",dtk,3,"['r', 'b', '1']",Instant,1322.6000000014856,12.801636581043896,17772,,,,False,False,False,1903
100,100,Max's Vintage Cube,Cali Cube Champ,4a706ecf-3277-40e3-871c-4ba4ead16e20,1591901765404,2020-06-11 18:56:05.404000+00:00,2019-06-14,Wrenn and Six,Wrenn and Six [mh1-217],Chase Stone,mythic,"['G', 'R']","['G', 'R']",mh1,2,"['g', 'r']",Legendary Planeswalker — Wrenn,1488.6999999998793,8.394681111607335,11654,3,,,False,False,True,363
101,101,Max's Vintage Cube,Cali Cube Champ,3028075c-5fc5-4942-a984-1ffcf7a8933d,1591901765404,2020-06-11 18:56:05.404000+00:00,2018-10-05,Knight of Autumn,Knight of Autumn [grn-183],Ryan Pancoast,rare,"['G', 'W']","['G', 'W']",grn,3,"['w', 'g', '1']",Creature — Dryad Knight,1148.2000000001924,13.254001411839281,18400,,2,1,True,False,False,615
102,102,Max's Vintage Cube,Cali Cube Champ,5ad36fb2-c44e-4085-ba0d-54277841ad3a,1591901765404,2020-06-11 18:56:05.404000+00:00,2020-04-24,Lurrus of the Dream-Den,Lurrus of the Dream-Den [iko-226],Slawomir Maniak,rare,"['B', 'W']","['B', 'W']",iko,3,"['w-b', 'w-b', '1']",Legendary Creature — Cat Nightmare,1426.2000000007022,8.645354616570383,12002,,3,2,True,False,False,48
103,103,Max's Vintage Cube,Cali Cube Champ,d00efb55-a859-408c-b727-6914584c06d2,1591901765404,2020-06-11 18:56:05.404000+00:00,2020-11-30,Assassin's Trophy,Assassin's Trophy [sld-139],Scott Buoncristiano,rare,"['B', 'G']","['B', 'G']",sld,2,"['g', 'b']",Instant,1216.5000000006414,11.15785227551035,15490,,,,False,False,False,-172
104,104,Max's Vintage Cube,Cali Cube Champ,b004684e-bd98-42fc-b90c-9a13a48dd120,1591901765404,2020-06-11 18:56:05.404000+00:00,2022-07-08,Hydroid Krasis,Hydroid Krasis [2x2-506],Jason Felix,rare,"['G', 'U']","['G', 'U']",2x2,2,"['u', 'g', 'x']",Creature — Jellyfish Hydra Beast,1361.5000000005389,10.240877069136905,14217,,0,0,True,False,False,-757
105,105,Max's Vintage Cube,Cali Cube Champ,3fcb7810-1054-4001-855c-6e17939b3d3f,1591901765404,2020-06-11 18:56:05.404000+00:00,2014-06-06,Dack Fayden,Dack Fayden [cns-42],Eric Deschamps,mythic,"['R', 'U']","['R', 'U']",cns,3,"['r', 'u', '1']",Legendary Planeswalker — Dack,1511.600000001044,8.27438664227162,11487,3,,,False,False,True,2197
106,106,Max's Vintage Cube,Cali Cube Champ,0da69523-cece-425a-b08a-fb27fac29374,1591901765404,2020-06-11 18:56:05.404000+00:00,2008-07-25,Figure of Destiny,Figure of Destiny [eve-139],Scott M. Fischer,rare,"['R', 'W']","['R', 'W']",eve,1,['r-w'],Creature — Kithkin,1311.6999999990705,11.881059743852017,16494,,1,1,True,False,False,4339
107,107,Max's Vintage Cube,Cali Cube Champ,dda80811-0410-4b51-bc67-82c50209a0a2,1591901765404,2020-06-11 18:56:05.404000+00:00,2018-12-07,"Leovold, Emissary of Trest","Leovold, Emissary of Trest [puma-U22]",Magali Villeneuve,mythic,"['B', 'G', 'U']","['B', 'G', 'U']",puma,3,"['u', 'g', 'b']",Legendary Creature — Elf Advisor,1260.3000000007041,4.755593332661029,6602,,3,3,True,False,False,552
108,108,Max's Vintage Cube,Cali Cube Champ,e59f7138-60e0-444e-aaa3-8769072da916,1591901765404,2020-06-11 18:56:05.404000+00:00,2016-06-10,Chrome Mox,Chrome Mox [ema-219],Volkan Baǵa,mythic,[],[],ema,0,['0'],Artifact,1562.0000000013736,8.117355538587873,11269,,,,False,False,False,1462
109,109,Max's Vintage Cube,Cali Cube Champ,28028830-83ed-45e2-b495-3b9ad9d3e988,1591901765404,2020-06-11 18:56:05.404000+00:00,1998-03-02,Mox Diamond,Mox Diamond [sth-138],Dan Frazier,rare,[],[],sth,0,['0'],Artifact,1653.500000000595,7.940155302320891,11023,,,,False,False,False,8137
110,110,Max's Vintage Cube,Cali Cube Champ,aced2c55-7543-4076-bcdd-36c4d649b8ae,1591901765404,2020-06-11 18:56:05.404000+00:00,2014-06-16,Mox Emerald,Mox Emerald [vma-5],Volkan Baǵa,bonus,['G'],[],vma,0,['0'],Artifact,2060.599999981189,6.451961448143719,8957,,,,False,False,False,2187
111,111,Max's Vintage Cube,Cali Cube Champ,5f6927e1-c580-483a-8e2a-6e2deb74800e,1591901765404,2020-06-11 18:56:05.404000+00:00,2014-06-16,Mox Jet,Mox Jet [vma-6],Volkan Baǵa,bonus,['B'],[],vma,0,['0'],Artifact,2182.299999975581,6.54056156627721,9080,,,,False,False,False,2187
112,112,Max's Vintage Cube,Cali Cube Champ,ed0216a0-c5c9-4a99-b869-53e4d0256326,1591901765404,2020-06-11 18:56:05.404000+00:00,2014-06-16,Mox Pearl,Mox Pearl [vma-7],Volkan Baǵa,bonus,['W'],[],vma,0,['0'],Artifact,2084.8999999807384,6.451961448143719,8957,,,,False,False,False,2187
113,113,Max's Vintage Cube,Cali Cube Champ,45fd6e91-df76-497f-b642-33dc3d5f6a5a,1591901765404,2020-06-11 18:56:05.404000+00:00,2014-06-16,Mox Ruby,Mox Ruby [vma-8],Volkan Baǵa,bonus,['R'],[],vma,0,['0'],Artifact,2261.699999978909,6.526875369167159,9061,,,,False,False,False,2187
114,114,Max's Vintage Cube,Cali Cube Champ,ea1feac0-d3a7-45eb-9719-1cdaf51ea0b6,1591901765404,2020-06-11 18:56:05.404000+00:00,2014-06-16,Mox Sapphire,Mox Sapphire [vma-9],Volkan Baǵa,bonus,['U'],[],vma,0,['0'],Artifact,5359.70000006033,6.501663953438117,9026,,,,False,False,False,2187
115,115,Max's Vintage Cube,Cali Cube Champ,cfdf9706-acdb-48fc-89db-93bc50b3b9ad,1591901765404,2020-06-11 18:56:05.404000+00:00,2018-12-07,Mana Vault,Mana Vault [uma-229],Christine Choi,mythic,[],[],uma,1,['1'],Artifact,1679.5999999994276,7.89837638482705,10965,,,,False,False,False,552
116,116,Max's Vintage Cube,Cali Cube Champ,4a08ca06-58db-4ce6-b490-be4bea8956a1,1591901765404,2020-06-11 18:56:05.404000+00:00,2004-10-01,Sensei's Divining Top,Sensei's Divining Top [chk-268],Michael Sutfin,uncommon,[],[],chk,1,['1'],Artifact,1393.6000000007612,10.223589241208419,14193,,,,False,False,False,5732
117,117,Max's Vintage Cube,Cali Cube Champ,55318397-de3c-47ea-a088-72a24df5c8fa,1591901765404,2020-06-11 18:56:05.404000+00:00,2004-02-06,Skullclamp,Skullclamp [dst-140],Luca Zontini,uncommon,[],[],dst,1,['1'],Artifact — Equipment,1526.7000000013693,15.388327834843617,21363,,,,False,False,False,5970
118,118,Max's Vintage Cube,Cali Cube Champ,9ddc9fe1-17c8-4e1d-aeb8-c4214e881280,1591901765404,2020-06-11 18:56:05.404000+00:00,1999-02-15,Grim Monolith,Grim Monolith [ulg-126],Chippy,rare,[],[],ulg,2,['2'],Artifact,1513.3000000013285,7.098814343134571,9855,,,,False,False,False,7787
119,119,Max's Vintage Cube,Cali Cube Champ,492814c7-dd17-43de-b2e8-cf9de5475604,1591901765405,2020-06-11 18:56:05.405000+00:00,2016-08-19,Umezawa's Jitte,Umezawa's Jitte [v16-14],Christopher Moeller,mythic,[],[],v16,2,['2'],Legendary Artifact — Equipment,1570.4000000020087,10.175327388241396,14126,,,,False,False,False,1392
120,120,Max's Vintage Cube,Cali Cube Champ,eb28b35c-28a5-4042-b21d-6d43658a16eb,1591901765405,2020-06-11 18:56:05.405000+00:00,2018-07-13,Crucible of Worlds,Crucible of Worlds [m19-229],Ron Spencer,mythic,[],[],m19,3,['3'],Artifact,1352.2000000001067,10.5715067782692,14676,,,,False,False,False,699
121,121,Max's Vintage Cube,Cali Cube Champ,ff6e62fc-6fca-40e7-a6d7-5e957412cea0,1591901765405,2020-06-11 18:56:05.405000+00:00,2016-09-30,Sword of Feast and Famine,Sword of Feast and Famine [mps-28],Steven Belledin,mythic,[],[],mps,3,['3'],Artifact — Equipment,1312.9000000002907,8.690014838718971,12064,,,,False,False,False,1350
122,122,Max's Vintage Cube,Cali Cube Champ,bfcb7c6c-14ac-41f3-a461-451d9ee8e1df,1591901765405,2020-06-11 18:56:05.405000+00:00,2016-06-10,Worn Powerstone,Worn Powerstone [ema-235],Henry G. Higginbotham,uncommon,[],[],ema,3,['3'],Artifact,1299.2000000005382,10.601040150980364,14717,,,,False,False,False,1462
123,123,Max's Vintage Cube,Cali Cube Champ,28f4e755-7448-4a06-b76f-d4a03e06ccbc,1591901765405,2020-06-11 18:56:05.405000+00:00,2022-11-18,Phyrexian Revoker,Phyrexian Revoker [brr-103],Yeong-Hao Han,rare,[],[],brr,2,['2'],Artifact Creature — Phyrexian Horror,1330.9000000004817,11.069972483540548,15368,,2,1,True,False,False,-890
124,124,Max's Vintage Cube,Cali Cube Champ,7e237278-815f-4e35-9ad8-f0ab714b335b,1591901765405,2020-06-11 18:56:05.405000+00:00,2022-11-18,Lodestone Golem,Lodestone Golem [brr-92],Chris Rahn,rare,[],[],brr,4,['4'],Artifact Creature — Golem,1289.800000000288,6.752337458401164,9374,,5,3,True,False,False,-890
125,125,Max's Vintage Cube,Cali Cube Champ,cacaf5ec-6745-4584-9175-36c98742958f,1591901765405,2020-06-11 18:56:05.405000+00:00,2020-08-07,Phyrexian Metamorph,Phyrexian Metamorph [2xm-341],Thomas M. Baxa,rare,['U'],['U'],2xm,4,"['u-p', '3']",Artifact Creature — Phyrexian Shapeshifter,1392.7000000006888,13.491709045855963,18730,,0,0,True,False,False,-57
126,126,Max's Vintage Cube,Cali Cube Champ,1fa48620-4c3d-4f75-be1f-c12c4aa59f51,1591901765405,2020-06-11 18:56:05.405000+00:00,2019-07-12,"Golos, Tireless Pilgrim","Golos, Tireless Pilgrim [m20-226]",Joseph Meehan,rare,"['B', 'G', 'R', 'U', 'W']",[],m20,5,['5'],Legendary Artifact Creature — Scout,1407.2000000008684,9.43339143964387,13096,,3,5,True,False,False,335
127,127,Max's Vintage Cube,Cali Cube Champ,b0ae94ed-7314-470b-baba-f2f58bbc894a,1591901765405,2020-06-11 18:56:05.405000+00:00,2010-10-01,Myr Battlesphere,Myr Battlesphere [som-180],Franz Vohwinkel,rare,[],[],som,7,['7'],Artifact Creature — Myr Construct,1333.1000000003594,14.2055522740697,19721,,4,7,True,False,False,3541
128,128,Max's Vintage Cube,Cali Cube Champ,60107410-7076-4fcc-b1f7-123dd3b442b0,1591901765405,2020-06-11 18:56:05.405000+00:00,2020-06-02,Walking Ballista,Walking Ballista [sld-58],"Bad Flip Productions, Inc.",rare,[],[],sld,0,"['x', 'x']",Artifact Creature — Construct,1396.400000000501,13.61848645066486,18906,,0,0,True,False,False,9
